stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
2801,,Akių klinika,,54.91721,23.92650,https://www.stops.lt/kaunas/index.html#stop/520,,
2802,,Akių klinika,,54.91721,23.92618,https://www.stops.lt/kaunas/index.html#stop/521,,
2797,,Topolis,,54.92536,23.92885,https://www.stops.lt/kaunas/index.html#stop/516,,
2798,,Topolis,,54.92600,23.92874,https://www.stops.lt/kaunas/index.html#stop/517,,
2799,,Žeimenos g.,,54.92242,23.92846,https://www.stops.lt/kaunas/index.html#stop/518,,
2800,,Žeimenos g.,,54.92259,23.92827,https://www.stops.lt/kaunas/index.html#stop/519,,
2779,,Martyno Mažvydo pagrindinė mokykla,,54.92993,23.95542,https://www.stops.lt/kaunas/index.html#stop/498,,
2780,,V. Landsbergio-Žemkalnio g.,,54.92706,23.95530,https://www.stops.lt/kaunas/index.html#stop/499,,
2670,,Kaunakiemio g.,,54.88552,23.92518,https://www.stops.lt/kaunas/index.html#stop/380,,
2668,,Geležinkelio stotis,,54.88735,23.93234,https://www.stops.lt/kaunas/index.html#stop/377,,
2669,,Geležinkelio stotis,,54.88779,23.93303,https://www.stops.lt/kaunas/index.html#stop/378,,
2663,,Dainų slėnis,,54.89388,23.94334,https://www.stops.lt/kaunas/index.html#stop/372,,
2664,,Dainų slėnis,,54.89384,23.94295,https://www.stops.lt/kaunas/index.html#stop/373,,
2665,,Viadukas,,54.89060,23.93899,https://www.stops.lt/kaunas/index.html#stop/374,,
2666,,Viadukas,,54.89072,23.93966,https://www.stops.lt/kaunas/index.html#stop/375,,
2860,,Autobusų stotis,,54.88931,23.92715,https://www.stops.lt/kaunas/index.html#stop/580,,
2861,,Autobusų stotis,,54.88904,23.92727,https://www.stops.lt/kaunas/index.html#stop/581,,
2667,,Geležinkelio stotis,,54.88741,23.93019,https://www.stops.lt/kaunas/index.html#stop/376,,
2862,,Geležinkelio stotis,,54.88796,23.92901,https://www.stops.lt/kaunas/index.html#stop/582,,
2859,,Griunvaldo g.,,54.89145,23.92479,https://www.stops.lt/kaunas/index.html#stop/579,,
14349,,Griunvaldo g.,,54.89218,23.92502,https://www.stops.lt/kaunas/index.html#stop/761,,
2856,,Kęstučio g.,,54.89552,23.92509,https://www.stops.lt/kaunas/index.html#stop/576,,
2858,,Kęstučio g.,,54.89589,23.92523,https://www.stops.lt/kaunas/index.html#stop/578,,
2761,,Studentų g.,,54.90825,23.95394,https://www.stops.lt/kaunas/index.html#stop/480,,
2762,,Studentų g.,,54.90727,23.95230,https://www.stops.lt/kaunas/index.html#stop/481,,
2759,,Taikos pr.,,54.91015,23.95599,https://www.stops.lt/kaunas/index.html#stop/478,,
2760,,Taikos pr.,,54.91016,23.95582,https://www.stops.lt/kaunas/index.html#stop/479,,
2763,,Zoologijos sodas,,54.90505,23.94923,https://www.stops.lt/kaunas/index.html#stop/482,,
2757,,Girstutis,,54.90526,23.97577,https://www.stops.lt/kaunas/index.html#stop/476,,
2755,,Girstutis,,54.90590,23.97391,https://www.stops.lt/kaunas/index.html#stop/474,,
2756,,Girstutis,,54.90466,23.97378,https://www.stops.lt/kaunas/index.html#stop/475,,
2753,,Kovo 11-osios gimnazija,,54.91039,23.97388,https://www.stops.lt/kaunas/index.html#stop/472,,
2754,,Kovo 11-osios gimnazija,,54.90962,23.97369,https://www.stops.lt/kaunas/index.html#stop/473,,
2758,,Vienybės g.,,54.90270,23.97389,https://www.stops.lt/kaunas/index.html#stop/477,,
2744,,„Vyturio“ gimnazija,,54.91200,23.96117,https://www.stops.lt/kaunas/index.html#stop/463,,
2745,,„Vyturio“ gimnazija,,54.91240,23.95895,https://www.stops.lt/kaunas/index.html#stop/464,,
2746,,A. Baranausko g.,,54.91190,23.95232,https://www.stops.lt/kaunas/index.html#stop/465,,
2747,,A. Baranausko g.,,54.91221,23.95246,https://www.stops.lt/kaunas/index.html#stop/466,,
2748,,Gražinos g.,,54.91166,23.94822,https://www.stops.lt/kaunas/index.html#stop/467,,
2749,,J. Basanavičiaus al.,,54.91117,23.94403,https://www.stops.lt/kaunas/index.html#stop/468,,
2742,,Simono Daukanto progimnazija,,54.91161,23.96756,https://www.stops.lt/kaunas/index.html#stop/461,,
2743,,Simono Daukanto progimnazija,,54.91190,23.96667,https://www.stops.lt/kaunas/index.html#stop/462,,
2769,,Gėlių rato g.,,54.90232,23.93977,https://www.stops.lt/kaunas/index.html#stop/488,,
2770,,Gėlių rato g.,,54.90182,23.93754,https://www.stops.lt/kaunas/index.html#stop/489,,
2768,,Minties rato g.,,54.90302,23.94376,https://www.stops.lt/kaunas/index.html#stop/487,,
2764,,Zoologijos sodas,,54.90409,23.94879,https://www.stops.lt/kaunas/index.html#stop/483,,
2501,,Jiesios kraštovaizdžio draustinis,,54.85756,23.92711,https://www.stops.lt/kaunas/index.html#stop/191,,
2502,,Jiesios kraštovaizdžio draustinis,,54.85794,23.92808,https://www.stops.lt/kaunas/index.html#stop/192,,
2497,,Kreidos g.,,54.85137,23.92718,https://www.stops.lt/kaunas/index.html#stop/187,,
5032,,Nuokalnės g.,,54.91260,23.92366,https://www.stops.lt/kaunas/index.html#stop/149,,
5033,,Nuokalnės g.,,54.91285,23.92346,https://www.stops.lt/kaunas/index.html#stop/148,,
2809,,S. Lozoraičio g.,,54.92384,23.94080,https://www.stops.lt/kaunas/index.html#stop/528,,
2810,,S. Lozoraičio g.,,54.92398,23.94053,https://www.stops.lt/kaunas/index.html#stop/529,,
2805,,Sukilėlių pr.,,54.91408,23.92431,https://www.stops.lt/kaunas/index.html#stop/524,,
2817,,Technikos kolegija,,54.91291,23.92916,https://www.stops.lt/kaunas/index.html#stop/536,,
2818,,Technikos kolegija,,54.91314,23.92946,https://www.stops.lt/kaunas/index.html#stop/537,,
2806,,V. Lašo g.,,54.91360,23.92274,https://www.stops.lt/kaunas/index.html#stop/525,,
2902,,V. Lašo g.,,54.91428,23.92138,https://www.stops.lt/kaunas/index.html#stop/624,,
2811,,Kalniečių g.,,54.92307,23.93439,https://www.stops.lt/kaunas/index.html#stop/530,,
2812,,Kalniečių g.,,54.92301,23.93436,https://www.stops.lt/kaunas/index.html#stop/531,,
2882,,7-asis kilometras,,54.92081,23.81043,https://www.stops.lt/kaunas/index.html#stop/604,,
2883,,7-asis kilometras,,54.92089,23.80877,https://www.stops.lt/kaunas/index.html#stop/605,,
2420,,Kaniūkai,,54.91958,23.82899,https://www.stops.lt/kaunas/index.html#stop/99,,
2880,,Kaniūkai,,54.92201,23.79733,https://www.stops.lt/kaunas/index.html#stop/602,,
2881,,Kaniūkai,,54.92244,23.79549,https://www.stops.lt/kaunas/index.html#stop/603,,
14291,,Kaniūkų 1-oji g.,,54.91779,23.83253,https://www.stops.lt/kaunas/index.html#stop/747,,
2886,,Raudondvario pl.,,54.91966,23.82828,https://www.stops.lt/kaunas/index.html#stop/608,,
2887,,Raudondvario pl.,,54.91974,23.82779,https://www.stops.lt/kaunas/index.html#stop/609,,
2884,,Visvaldės g.,,54.92053,23.81826,https://www.stops.lt/kaunas/index.html#stop/606,,
2885,,Visvaldės g.,,54.92067,23.81698,https://www.stops.lt/kaunas/index.html#stop/607,,
2462,,Alšėnų g.,,54.86619,23.87469,https://www.stops.lt/kaunas/index.html#stop/143,,
14586,,Alšėnų g.,,54.86662,23.87483,https://www.stops.lt/kaunas/index.html#stop/782,,
2455,,Valstybinė mokesčių inspekcija,,54.87468,23.88699,https://www.stops.lt/kaunas/index.html#stop/136,,
14605,,Valstybinė mokesčių inspekcija,,54.87466,23.88906,https://www.stops.lt/kaunas/index.html#stop/784,,
2459,,Juodelynės g.,,54.86595,23.86424,https://www.stops.lt/kaunas/index.html#stop/140,,
2460,,Juodelynės g.,,54.86587,23.86437,https://www.stops.lt/kaunas/index.html#stop/141,,
2458,,Kazliškiai,,54.86649,23.85458,https://www.stops.lt/kaunas/index.html#stop/139,,
2461,,Alšėnų g.,,54.86664,23.87458,https://www.stops.lt/kaunas/index.html#stop/142,,
2916,,Kalvarijos g.,,54.87224,23.87779,https://www.stops.lt/kaunas/index.html#stop/638,,
2917,,Kalvarijos g.,,54.87244,23.87771,https://www.stops.lt/kaunas/index.html#stop/639,,
5050,,Pilviškių g.,,54.86422,23.88296,https://www.stops.lt/kaunas/index.html#stop/704,,
2823,,Kempingas,,54.93365,23.91810,https://www.stops.lt/kaunas/index.html#stop/542,,
2824,,Kempingas,,54.93452,23.91822,https://www.stops.lt/kaunas/index.html#stop/543,,
5101,,Šiaurės pr.,,54.93162,23.91699,https://www.stops.lt/kaunas/index.html#stop/708,,
5102,,Šiaurės pr.,,54.93138,23.91715,https://www.stops.lt/kaunas/index.html#stop/709,,
2821,,Vandentiekis,,54.94502,23.92379,https://www.stops.lt/kaunas/index.html#stop/540,,
2822,,Vandentiekis,,54.94478,23.92346,https://www.stops.lt/kaunas/index.html#stop/541,,
14798,,Kleboniškio miško parkas,,54.95031,23.93142,https://www.stops.lt/kaunas/index.html#stop/791,,
2878,,Kleboniškis,,54.95540,23.95076,https://www.stops.lt/kaunas/index.html#stop/600,,
2876,,Palapinių g.,,54.95450,23.94266,https://www.stops.lt/kaunas/index.html#stop/598,,
2877,,Palapinių g.,,54.95445,23.94297,https://www.stops.lt/kaunas/index.html#stop/599,,
2874,,Vasarvietės g.,,54.95183,23.93445,https://www.stops.lt/kaunas/index.html#stop/596,,
2875,,Vasarvietės g.,,54.95186,23.93481,https://www.stops.lt/kaunas/index.html#stop/597,,
2417,,Atrama,,54.91185,23.84437,https://www.stops.lt/kaunas/index.html#stop/96,,
5105,,Lituanica,,54.90926,23.84141,https://www.stops.lt/kaunas/index.html#stop/712,,
5106,,Lituanica,,54.90966,23.84204,https://www.stops.lt/kaunas/index.html#stop/713,,
2892,,Lampėdžiai,,54.91047,23.82141,https://www.stops.lt/kaunas/index.html#stop/614,,
2890,,Vytauto g.,,54.90939,23.82609,https://www.stops.lt/kaunas/index.html#stop/612,,
2891,,Vytauto g.,,54.90888,23.82840,https://www.stops.lt/kaunas/index.html#stop/613,,
2444,,A. Gustaičio g.,,54.89057,23.87750,https://www.stops.lt/kaunas/index.html#stop/125,,
2445,,A. Gustaičio g.,,54.89086,23.87642,https://www.stops.lt/kaunas/index.html#stop/126,,
2446,,Jurgio Dobkevičiaus progimnazija,,54.88914,23.88388,https://www.stops.lt/kaunas/index.html#stop/127,,
2447,,Jurgio Dobkevičiaus progimnazija,,54.88882,23.88533,https://www.stops.lt/kaunas/index.html#stop/128,,
2443,,Meteorų g.,,54.89316,23.87013,https://www.stops.lt/kaunas/index.html#stop/123,,
2448,,S. Dariaus ir S. Girėno g.,,54.88730,23.89377,https://www.stops.lt/kaunas/index.html#stop/129,,
2449,,S. Dariaus ir S. Girėno g.,,54.88735,23.89294,https://www.stops.lt/kaunas/index.html#stop/130,,
2427,,Biblioteka,,54.89819,23.86630,https://www.stops.lt/kaunas/index.html#stop/106,,
2428,,Biblioteka,,54.89792,23.86678,https://www.stops.lt/kaunas/index.html#stop/107,,
2425,,Bublių g.,,54.90053,23.85669,https://www.stops.lt/kaunas/index.html#stop/104,,
2426,,Bublių g.,,54.90034,23.85711,https://www.stops.lt/kaunas/index.html#stop/105,,
2431,,Laiptai,,54.89437,23.87785,https://www.stops.lt/kaunas/index.html#stop/110,,
2432,,Laiptai,,54.89447,23.87803,https://www.stops.lt/kaunas/index.html#stop/111,,
2429,,Marvelė,,54.89674,23.87248,https://www.stops.lt/kaunas/index.html#stop/108,,
2430,,Marvelė,,54.89659,23.87270,https://www.stops.lt/kaunas/index.html#stop/109,,
2423,,Žirgynas,,54.90284,23.84497,https://www.stops.lt/kaunas/index.html#stop/102,,
2424,,Žirgynas,,54.90307,23.84372,https://www.stops.lt/kaunas/index.html#stop/103,,
2434,,Vytauto Didžiojo tiltas,,54.89264,23.88677,https://www.stops.lt/kaunas/index.html#stop/113,,
2699,,Murava,,54.92692,23.96937,https://www.stops.lt/kaunas/index.html#stop/418,,
2700,,Murava,,54.92745,23.97011,https://www.stops.lt/kaunas/index.html#stop/419,,
14290,,Savanorių pr,,54.92927,23.97047,https://www.stops.lt/kaunas/index.html#stop/746,,
14288,,Savanorių pr.,,54.93026,23.96934,https://www.stops.lt/kaunas/index.html#stop/745,,
2547,,Apaščios g.,,54.91879,24.04211,https://www.stops.lt/kaunas/index.html#stop/246,,
2580,,Bruknių takas,,54.90721,24.02308,https://www.stops.lt/kaunas/index.html#stop/284,,
5114,,Bruknių takas,,54.90806,24.02221,https://www.stops.lt/kaunas/index.html#stop/721,,
2574,,Naftos bazė,,54.91008,24.02082,https://www.stops.lt/kaunas/index.html#stop/278,,
2575,,Naftos bazė,,54.90980,24.02077,https://www.stops.lt/kaunas/index.html#stop/279,,
2601,,Apuokų takas,,54.90260,23.98747,https://www.stops.lt/kaunas/index.html#stop/307,,
2602,,Apuokų takas,,54.90252,23.98813,https://www.stops.lt/kaunas/index.html#stop/308,,
2600,,Chemijos g.,,54.89985,23.99938,https://www.stops.lt/kaunas/index.html#stop/306,,
2906,,Medšarkių takas,,54.90156,23.99248,https://www.stops.lt/kaunas/index.html#stop/628,,
2907,,Medšarkių takas,,54.90140,23.99259,https://www.stops.lt/kaunas/index.html#stop/629,,
2603,,Policija,,54.90412,23.98176,https://www.stops.lt/kaunas/index.html#stop/309,,
2604,,Policija,,54.90394,23.98148,https://www.stops.lt/kaunas/index.html#stop/310,,
2607,,Draugystės g.,,54.90535,24.00766,https://www.stops.lt/kaunas/index.html#stop/627,,
2608,,Draugystės g.,,54.90504,24.00719,https://www.stops.lt/kaunas/index.html#stop/314,,
2905,,Draugystės g.,,54.90556,24.00611,https://www.stops.lt/kaunas/index.html#stop/313,,
2609,,Gamyklos,,54.90697,24.00050,https://www.stops.lt/kaunas/index.html#stop/316,,
2610,,Gamyklos,,54.90677,24.00101,https://www.stops.lt/kaunas/index.html#stop/315,,
2611,,Kauno gelžbetonis,,54.90970,23.98852,https://www.stops.lt/kaunas/index.html#stop/317,,
2612,,Kauno gelžbetonis,,54.90941,23.98927,https://www.stops.lt/kaunas/index.html#stop/318,,
2618,,Aksa,,54.91307,24.00604,https://www.stops.lt/kaunas/index.html#stop/324,,
2619,,Aksa,,54.91322,24.00430,https://www.stops.lt/kaunas/index.html#stop/325,,
2620,,Elektrėnų g.,,54.91329,23.99799,https://www.stops.lt/kaunas/index.html#stop/326,,
2621,,Elektrėnų g.,,54.91335,23.99775,https://www.stops.lt/kaunas/index.html#stop/327,,
2616,,Gaisrinė,,54.91297,24.01212,https://www.stops.lt/kaunas/index.html#stop/322,,
2617,,Gaisrinė,,54.91309,24.01065,https://www.stops.lt/kaunas/index.html#stop/323,,
2633,,Garažų g.,,54.92183,23.99871,https://www.stops.lt/kaunas/index.html#stop/340,,
2634,,Garažų g.,,54.92138,23.99850,https://www.stops.lt/kaunas/index.html#stop/341,,
2631,,Degalinė,,54.91835,23.98922,https://www.stops.lt/kaunas/index.html#stop/338,,
2632,,Degalinė,,54.91840,23.98845,https://www.stops.lt/kaunas/index.html#stop/339,,
2624,,Elektrinė,,54.91801,24.01959,https://www.stops.lt/kaunas/index.html#stop/331,,
2625,,Elektrinė,,54.91841,24.01819,https://www.stops.lt/kaunas/index.html#stop/332,,
2628,,Kauno pienas,,54.91856,23.99740,https://www.stops.lt/kaunas/index.html#stop/335,,
2629,,Kauno pienas,,54.91865,23.99325,https://www.stops.lt/kaunas/index.html#stop/336,,
2630,,Kauno pienas,,54.91887,23.99571,https://www.stops.lt/kaunas/index.html#stop/337,,
15632,,Kauno pienas,,54.91865,23.99264,https://www.stops.lt/kaunas/index.html#stop/335a,,
2568,,Kitron,,54.91779,24.03446,https://www.stops.lt/kaunas/index.html#stop/272,,
2569,,Kitron,,54.91807,24.03315,https://www.stops.lt/kaunas/index.html#stop/273,,
2626,,Regitra,,54.91834,24.00789,https://www.stops.lt/kaunas/index.html#stop/334,,
2627,,Regitra,,54.91864,24.00668,https://www.stops.lt/kaunas/index.html#stop/333,,
4753,,Technikos g.,,54.90888,24.00953,https://www.stops.lt/kaunas/index.html#stop/321,,
2636,,Garažai,,54.92491,24.00833,https://www.stops.lt/kaunas/index.html#stop/343,,
2904,,Garažai,,54.92501,24.00754,https://www.stops.lt/kaunas/index.html#stop/626,,
2635,,Kauno termofikacijos elektrinė,,54.92474,24.01573,https://www.stops.lt/kaunas/index.html#stop/342,,
2903,,Naujasodis,,54.92518,24.00033,https://www.stops.lt/kaunas/index.html#stop/625,,
2909,,Kapinės,,54.92420,24.07864,https://www.stops.lt/kaunas/index.html#stop/631,,
2543,,Palemonas,,54.92647,24.06157,https://www.stops.lt/kaunas/index.html#stop/242,,
2908,,Palemonas,,54.92670,24.06122,https://www.stops.lt/kaunas/index.html#stop/630,,
2548,,Apaščios g.,,54.91910,24.04352,https://www.stops.lt/kaunas/index.html#stop/247,,
2549,,Ateities pl.,,54.91882,24.04410,https://www.stops.lt/kaunas/index.html#stop/281,,
2552,,Pyvesos g.,,54.91419,24.05006,https://www.stops.lt/kaunas/index.html#stop/251,,
2551,,Pravienos g.,,54.91726,24.04735,https://www.stops.lt/kaunas/index.html#stop/250,,
2572,,Ateities pl.,,54.90507,24.02911,https://www.stops.lt/kaunas/index.html#stop/276,,
2573,,Ateities pl.,,54.90486,24.02874,https://www.stops.lt/kaunas/index.html#stop/280,,
2545,,Kauno tiltai,,54.92268,24.04812,https://www.stops.lt/kaunas/index.html#stop/244,,
2546,,Kauno tiltai,,54.92245,24.04749,https://www.stops.lt/kaunas/index.html#stop/245,,
2544,,Lytagra,,54.92473,24.05124,https://www.stops.lt/kaunas/index.html#stop/243,,
2570,,Upytės g.,,54.91030,24.03300,https://www.stops.lt/kaunas/index.html#stop/274,,
2571,,Upytės g.,,54.90936,24.03198,https://www.stops.lt/kaunas/index.html#stop/275,,
2554,,Parko g.,,54.91227,24.06143,https://www.stops.lt/kaunas/index.html#stop/255,,
2555,,Parko g.,,54.91181,24.06062,https://www.stops.lt/kaunas/index.html#stop/254,,
2562,,S. Nėries muziejus,,54.91074,24.05862,https://www.stops.lt/kaunas/index.html#stop/262,,
2563,,S. Nėries muziejus,,54.91041,24.05783,https://www.stops.lt/kaunas/index.html#stop/263,,
2564,,Šilėnų g.,,54.90799,24.05325,https://www.stops.lt/kaunas/index.html#stop/264,,
2565,,Šilėnų g.,,54.90747,24.05149,https://www.stops.lt/kaunas/index.html#stop/265,,
2561,,Neveronių g.,,54.91979,24.07665,https://www.stops.lt/kaunas/index.html#stop/261,,
2560,,Kauno tiekimas,,54.92309,24.07302,https://www.stops.lt/kaunas/index.html#stop/260,,
4697,,Kražantės g.,,54.91818,24.05746,https://www.stops.lt/kaunas/index.html#stop/40,,
2576,,Naktigonės  g.,,54.90148,24.02869,https://www.stops.lt/kaunas/index.html#stop/277,,
2577,,Naktigonės  g.,,54.90100,24.02964,https://www.stops.lt/kaunas/index.html#stop/248,,
2553,,Palemono g.,,54.91474,24.05821,https://www.stops.lt/kaunas/index.html#stop/253,,
2566,,Pervaža,,54.90419,24.03954,https://www.stops.lt/kaunas/index.html#stop/270,,
2567,,Pervaža,,54.90461,24.03993,https://www.stops.lt/kaunas/index.html#stop/271,,
2558,,Keramzito g.,,54.91786,24.07367,https://www.stops.lt/kaunas/index.html#stop/258,,
2559,,Keramzito g.,,54.91807,24.07350,https://www.stops.lt/kaunas/index.html#stop/259,,
2556,,Palemono keramika,,54.91500,24.06447,https://www.stops.lt/kaunas/index.html#stop/256,,
2557,,Palemono keramika,,54.91426,24.06463,https://www.stops.lt/kaunas/index.html#stop/257,,
4747,,Palemono keramika,,54.91424,24.06496,https://www.stops.lt/kaunas/index.html#stop/19,,
2550,,Pravienos g.,,54.91795,24.04676,https://www.stops.lt/kaunas/index.html#stop/249,,
2517,,A. Smetonos al.,,54.86939,23.96246,https://www.stops.lt/kaunas/index.html#stop/207,,
2518,,A. Smetonos al.,,54.86885,23.96186,https://www.stops.lt/kaunas/index.html#stop/208,,
2513,,Mažoji g.,,54.86511,23.95846,https://www.stops.lt/kaunas/index.html#stop/203,,
2514,,Mažoji g.,,54.86549,23.95796,https://www.stops.lt/kaunas/index.html#stop/204,,
2525,,Vaidoto g.,,54.87152,23.97741,https://www.stops.lt/kaunas/index.html#stop/215,,
2519,,Gailutės g.,,54.87237,23.96527,https://www.stops.lt/kaunas/index.html#stop/209,,
2520,,Gailutės g.,,54.87225,23.96555,https://www.stops.lt/kaunas/index.html#stop/210,,
2523,,J. Staugaičio g.,,54.87168,23.97238,https://www.stops.lt/kaunas/index.html#stop/213,,
2524,,J. Staugaičio g.,,54.87158,23.97258,https://www.stops.lt/kaunas/index.html#stop/214,,
2527,,Kurtinių g.,,54.86462,23.97660,https://www.stops.lt/kaunas/index.html#stop/218,,
2528,,Kurtinių g.,,54.86457,23.97677,https://www.stops.lt/kaunas/index.html#stop/219,,
2512,,Tilto g.,,54.86245,23.95861,https://www.stops.lt/kaunas/index.html#stop/202,,
4367,,Birutės g.,,54.87128,23.97740,https://www.stops.lt/kaunas/index.html#stop/37,,
2504,,Jiesios pl.,,54.85630,23.94429,https://www.stops.lt/kaunas/index.html#stop/194,,
2505,,Karinis dalinys,,54.85840,23.95019,https://www.stops.lt/kaunas/index.html#stop/195,,
2506,,Karinis dalinys,,54.85823,23.94944,https://www.stops.lt/kaunas/index.html#stop/196,,
2942,,Panemunė,,54.86157,23.95789,https://www.stops.lt/kaunas/index.html#stop/664,,
2515,,Smėlio g.,,54.86541,23.96744,https://www.stops.lt/kaunas/index.html#stop/205,,
2516,,Smėlio g.,,54.86437,23.96527,https://www.stops.lt/kaunas/index.html#stop/206,,
2521,,Šv. Mato gimnazija,,54.86799,23.97227,https://www.stops.lt/kaunas/index.html#stop/211,,
2522,,Šv. Mato gimnazija,,54.86734,23.97068,https://www.stops.lt/kaunas/index.html#stop/212,,
2511,,Tilto g.,,54.86238,23.96084,https://www.stops.lt/kaunas/index.html#stop/201,,
2529,,Onkologijos ligoninė,,54.86078,23.97481,https://www.stops.lt/kaunas/index.html#stop/220,,
14922,,Volungių g.,,54.86221,23.97737,https://www.stops.lt/kaunas/index.html#stop/694,,
14923,,Volungių g.,,54.86152,23.97751,https://www.stops.lt/kaunas/index.html#stop/695,,
2352,,Kuršėnų g.,,54.92216,23.90046,https://www.stops.lt/kaunas/index.html#stop/29,,
2353,,Kuršėnų g.,,54.92321,23.90164,https://www.stops.lt/kaunas/index.html#stop/28,,
2344,,Pikulo g.,,54.92891,23.90698,https://www.stops.lt/kaunas/index.html#stop/21,,
2345,,Pikulo g.,,54.92909,23.90728,https://www.stops.lt/kaunas/index.html#stop/20,,
2334,,Šiaurinio aplinkkelio tiltas,,54.93600,23.91063,https://www.stops.lt/kaunas/index.html#stop/7,,
5236,,Šiaurinio aplinkkelio tiltas,,54.93616,23.91096,https://www.stops.lt/kaunas/index.html#stop/752,,
2346,,Skaudvilės g.,,54.92701,23.90544,https://www.stops.lt/kaunas/index.html#stop/22,,
2347,,Skaudvilės g.,,54.92636,23.90460,https://www.stops.lt/kaunas/index.html#stop/23,,
2594,,Kausta,,54.89226,24.00110,https://www.stops.lt/kaunas/index.html#stop/300,,
2595,,Kausta,,54.89268,23.99951,https://www.stops.lt/kaunas/index.html#stop/301,,
2596,,Ketaus liejykla,,54.89461,23.98839,https://www.stops.lt/kaunas/index.html#stop/302,,
2597,,Ketaus liejykla,,54.89463,23.98748,https://www.stops.lt/kaunas/index.html#stop/303,,
2598,,Petrašiūnų mokymo centras,,54.89562,23.98199,https://www.stops.lt/kaunas/index.html#stop/304,,
2599,,Petrašiūnų mokymo centras,,54.89614,23.98114,https://www.stops.lt/kaunas/index.html#stop/305,,
2592,,Armatūrininkų g.,,54.88972,24.00446,https://www.stops.lt/kaunas/index.html#stop/298,,
2593,,Armatūrininkų g.,,54.88985,24.00468,https://www.stops.lt/kaunas/index.html#stop/299,,
5103,,Elektros tinklai,,54.88669,24.00637,https://www.stops.lt/kaunas/index.html#stop/710,,
5104,,Elektros tinklai,,54.88599,24.00659,https://www.stops.lt/kaunas/index.html#stop/711,,
2587,,Kauno marios,,54.87869,24.01348,https://www.stops.lt/kaunas/index.html#stop/292,,
2590,,Petrašiūnai,,54.88534,24.00748,https://www.stops.lt/kaunas/index.html#stop/295,,
2591,,Petrašiūnai,,54.88430,24.00743,https://www.stops.lt/kaunas/index.html#stop/296,,
2943,,Bernardinų Plytinės g.,,54.84441,23.94938,https://www.stops.lt/kaunas/index.html#stop/665,,
2944,,Bernardinų Plytinės g.,,54.84431,23.94929,https://www.stops.lt/kaunas/index.html#stop/666,,
2945,,Naujoji g.,,54.84299,23.94145,https://www.stops.lt/kaunas/index.html#stop/667,,
2946,,Naujoji g.,,54.84262,23.94134,https://www.stops.lt/kaunas/index.html#stop/668,,
2507,,4-asis fortas,,54.85315,23.95499,https://www.stops.lt/kaunas/index.html#stop/197,,
2508,,4-asis fortas,,54.85318,23.95482,https://www.stops.lt/kaunas/index.html#stop/198,,
2509,,Draustinis,,54.84977,23.94865,https://www.stops.lt/kaunas/index.html#stop/199,,
2510,,Draustinis,,54.84946,23.94857,https://www.stops.lt/kaunas/index.html#stop/200,,
5229,,Lazdynų g.,,54.83378,23.94680,https://www.stops.lt/kaunas/index.html#stop/743,,
5230,,Lazdynų g.,,54.83357,23.94672,https://www.stops.lt/kaunas/index.html#stop/744,,
2970,,Rokai,,54.83705,23.94795,https://www.stops.lt/kaunas/index.html#stop/692,,
2971,,Rokai,,54.83707,23.94816,https://www.stops.lt/kaunas/index.html#stop/693,,
2968,,Rokakiemio g.,,54.84009,23.94721,https://www.stops.lt/kaunas/index.html#stop/690,,
2969,,Rokakiemio g.,,54.84017,23.94715,https://www.stops.lt/kaunas/index.html#stop/691,,
2897,,Medekšinės g.,,54.92802,23.80953,https://www.stops.lt/kaunas/index.html#stop/619,,
2895,,Romainiai,,54.93031,23.81759,https://www.stops.lt/kaunas/index.html#stop/617,,
2896,,Romainiai,,54.93045,23.81853,https://www.stops.lt/kaunas/index.html#stop/618,,
2893,,Kauno miškų urėdija,,54.92632,23.82527,https://www.stops.lt/kaunas/index.html#stop/615,,
2894,,Kauno miškų urėdija,,54.92608,23.82535,https://www.stops.lt/kaunas/index.html#stop/616,,
2378,,Romainių tuberkuliozės ligoninė,,54.92481,23.83216,https://www.stops.lt/kaunas/index.html#stop/56,,
2373,,Romainių 1-osios kapinės,,54.92417,23.85514,https://www.stops.lt/kaunas/index.html#stop/52,,
2374,,Romainių 1-osios kapinės,,54.92422,23.85451,https://www.stops.lt/kaunas/index.html#stop/51,,
2375,,Romainių 2-osios kapinės,,54.92134,23.84769,https://www.stops.lt/kaunas/index.html#stop/53,,
2376,,Romainių 2-osios kapinės,,54.92169,23.84747,https://www.stops.lt/kaunas/index.html#stop/54,,
2889,,Romainių tuberkuliozės ligoninė,,54.92487,23.83141,https://www.stops.lt/kaunas/index.html#stop/611,,
2377,,Ugnės g.,,54.92217,23.84031,https://www.stops.lt/kaunas/index.html#stop/55,,
2888,,Ugnės g.,,54.92246,23.83950,https://www.stops.lt/kaunas/index.html#stop/610,,
15659,,Lubinų g.,,54.94276,23.81363,https://www.stops.lt/kaunas/index.html#stop/870,,
15660,,Lubinų g.,,54.94227,23.81335,https://www.stops.lt/kaunas/index.html#stop/871,,
14498,,Panerys,,54.95086,23.91561,https://www.stops.lt/kaunas/index.html#stop/769,,
14500,,Panerys,,54.94984,23.91460,https://www.stops.lt/kaunas/index.html#stop/771,,
14416,,Saliai,,54.95540,23.91955,https://www.stops.lt/kaunas/index.html#stop/770,,
2421,,9-ojo forto muziejus,,54.94557,23.88239,https://www.stops.lt/kaunas/index.html#stop/100,,
